gps-svn69-To-Xian - AER reported in the object's default AER frame
------------------------------------------------------------------
                         Time (UTCG)          Azimuth (deg)    Elevation (deg)     Range (km) 
                  14 Sep 2022 11:46:16.000          318.566            -78.092    22649.751540
                  14 Sep 2022 11:46:17.000          318.558            -78.093    22649.434481
                  14 Sep 2022 11:46:18.000          318.550            -78.093    22649.117535
                  14 Sep 2022 11:46:19.000          318.542            -78.094    22648.800702
                  14 Sep 2022 11:46:20.000          318.534            -78.094    22648.483982
                  14 Sep 2022 11:46:21.000          318.526            -78.095    22648.167374
                  14 Sep 2022 11:46:22.000          318.518            -78.095    22647.850879
                  14 Sep 2022 11:46:23.000          318.511            -78.096    22647.534496
                  14 Sep 2022 11:46:24.000          318.503            -78.096    22647.218227
                  14 Sep 2022 11:46:25.000          318.495            -78.097    22646.902070
                  14 Sep 2022 11:46:26.000          318.487            -78.097    22646.586026
                  14 Sep 2022 11:46:27.000          318.479            -78.098    22646.270095
                  14 Sep 2022 11:46:28.000          318.471            -78.098    22645.954276
                  14 Sep 2022 11:46:29.000          318.463            -78.099    22645.638571
                  14 Sep 2022 11:46:30.000          318.455            -78.099    22645.322978
                  14 Sep 2022 11:46:31.000          318.447            -78.100    22645.007498
                  14 Sep 2022 11:46:32.000          318.439            -78.100    22644.692130
                  14 Sep 2022 11:46:33.000          318.432            -78.101    22644.376876
                  14 Sep 2022 11:46:34.000          318.424            -78.101    22644.061735
                  14 Sep 2022 11:46:35.000          318.416            -78.102    22643.746706
                  14 Sep 2022 11:46:36.000          318.408            -78.102    22643.431791
                  14 Sep 2022 11:46:37.000          318.400            -78.103    22643.116988
                  14 Sep 2022 11:46:38.000          318.392            -78.103    22642.802298
                  14 Sep 2022 11:46:39.000          318.384            -78.104    22642.487721
                  14 Sep 2022 11:46:40.000          318.376            -78.104    22642.173258
                  14 Sep 2022 11:46:41.000          318.368            -78.105    22641.858907
                  14 Sep 2022 11:46:42.000          318.360            -78.105    22641.544669
                  14 Sep 2022 11:46:43.000          318.352            -78.106    22641.230544
                  14 Sep 2022 11:46:44.000          318.344            -78.106    22640.916532
                  14 Sep 2022 11:46:45.000          318.337            -78.107    22640.602633
                  14 Sep 2022 11:46:46.000          318.329            -78.107    22640.288847
                  14 Sep 2022 11:46:47.000          318.321            -78.108    22639.975174
                  14 Sep 2022 11:46:48.000          318.313            -78.108    22639.661614
                  14 Sep 2022 11:46:49.000          318.305            -78.109    22639.348167
                  14 Sep 2022 11:46:50.000          318.297            -78.109    22639.034833
                  14 Sep 2022 11:46:51.000          318.289            -78.110    22638.721612
                  14 Sep 2022 11:46:52.000          318.281            -78.110    22638.408504
                  14 Sep 2022 11:46:53.000          318.273            -78.111    22638.095510
                  14 Sep 2022 11:46:54.000          318.265            -78.111    22637.782628
                  14 Sep 2022 11:46:55.000          318.257            -78.112    22637.469860
                  14 Sep 2022 11:46:56.000          318.249            -78.112    22637.157205
                  14 Sep 2022 11:46:57.000          318.241            -78.113    22636.844663
                  14 Sep 2022 11:46:58.000          318.233            -78.113    22636.532234
                  14 Sep 2022 11:46:59.000          318.225            -78.114    22636.219918
                  14 Sep 2022 11:47:00.000          318.218            -78.114    22635.907715
                  14 Sep 2022 11:47:01.000          318.210            -78.115    22635.595626
                  14 Sep 2022 11:47:02.000          318.202            -78.116    22635.283650
                  14 Sep 2022 11:47:03.000          318.194            -78.116    22634.971787
                  14 Sep 2022 11:47:04.000          318.186            -78.117    22634.660037
                  14 Sep 2022 11:47:05.000          318.178            -78.117    22634.348401
                  14 Sep 2022 11:47:06.000          318.170            -78.118    22634.036877
                  14 Sep 2022 11:47:07.000          318.162            -78.118    22633.725467
                  14 Sep 2022 11:47:08.000          318.154            -78.119    22633.414170
                  14 Sep 2022 11:47:09.000          318.146            -78.119    22633.102987
                  14 Sep 2022 11:47:10.000          318.138            -78.120    22632.791917
                  14 Sep 2022 11:47:11.000          318.130            -78.120    22632.480960
                  14 Sep 2022 11:47:12.000          318.122            -78.121    22632.170116
                  14 Sep 2022 11:47:13.000          318.114            -78.121    22631.859386
                  14 Sep 2022 11:47:14.000          318.106            -78.122    22631.548769
                  14 Sep 2022 11:47:15.000          318.098            -78.122    22631.238265
                  14 Sep 2022 11:47:16.000          318.090            -78.123    22630.927875
                  14 Sep 2022 11:47:17.000          318.082            -78.123    22630.617598
                  14 Sep 2022 11:47:18.000          318.074            -78.124    22630.307435
                  14 Sep 2022 11:47:19.000          318.066            -78.124    22629.997384
                  14 Sep 2022 11:47:20.000          318.059            -78.125    22629.687448
                  14 Sep 2022 11:47:21.000          318.051            -78.125    22629.377624
                  14 Sep 2022 11:47:22.000          318.043            -78.126    22629.067915
                  14 Sep 2022 11:47:23.000          318.035            -78.126    22628.758318
                  14 Sep 2022 11:47:24.000          318.027            -78.127    22628.448835
                  14 Sep 2022 11:47:25.000          318.019            -78.127    22628.139466
                  14 Sep 2022 11:47:26.000          318.011            -78.128    22627.830210
                  14 Sep 2022 11:47:27.000          318.003            -78.128    22627.521067
                  14 Sep 2022 11:47:28.000          317.995            -78.129    22627.212038
                  14 Sep 2022 11:47:29.000          317.987            -78.129    22626.903123
                  14 Sep 2022 11:47:30.000          317.979            -78.130    22626.594321
                  14 Sep 2022 11:47:31.000          317.971            -78.130    22626.285632
                  14 Sep 2022 11:47:32.000          317.963            -78.131    22625.977057
                  14 Sep 2022 11:47:33.000          317.955            -78.131    22625.668596
                  14 Sep 2022 11:47:34.000          317.947            -78.132    22625.360248
                  14 Sep 2022 11:47:35.000          317.939            -78.132    22625.052014
                  14 Sep 2022 11:47:36.000          317.931            -78.133    22624.743893
                  14 Sep 2022 11:47:37.000          317.923            -78.133    22624.435886
                  14 Sep 2022 11:47:38.000          317.915            -78.134    22624.127993
                  14 Sep 2022 11:47:39.000          317.907            -78.134    22623.820213
                  14 Sep 2022 11:47:40.000          317.899            -78.135    22623.512547
                  14 Sep 2022 11:47:41.000          317.891            -78.135    22623.204994
                  14 Sep 2022 11:47:42.000          317.883            -78.136    22622.897555
                  14 Sep 2022 11:47:43.000          317.875            -78.136    22622.590230
                  14 Sep 2022 11:47:44.000          317.867            -78.137    22622.283018
                  14 Sep 2022 11:47:45.000          317.859            -78.137    22621.975920
                  14 Sep 2022 11:47:46.000          317.851            -78.138    22621.668936
                  14 Sep 2022 11:47:47.000          317.843            -78.138    22621.362066
                  14 Sep 2022 11:47:48.000          317.835            -78.139    22621.055309
                  14 Sep 2022 11:47:49.000          317.827            -78.139    22620.748666
                  14 Sep 2022 11:47:50.000          317.819            -78.140    22620.442136
                  14 Sep 2022 11:47:51.000          317.811            -78.140    22620.135721
                  14 Sep 2022 11:47:52.000          317.803            -78.141    22619.829419
                  14 Sep 2022 11:47:53.000          317.795            -78.141    22619.523231
                  14 Sep 2022 11:47:54.000          317.787            -78.142    22619.217157
                  14 Sep 2022 11:47:55.000          317.779            -78.142    22618.911197
                  14 Sep 2022 11:47:56.000          317.771            -78.143    22618.605350
                  14 Sep 2022 11:47:57.000          317.763            -78.143    22618.299617
                  14 Sep 2022 11:47:58.000          317.755            -78.144    22617.993998
                  14 Sep 2022 11:47:59.000          317.747            -78.144    22617.688493
                  14 Sep 2022 11:48:00.000          317.739            -78.145    22617.383102
                  14 Sep 2022 11:48:01.000          317.731            -78.145    22617.077825
                  14 Sep 2022 11:48:02.000          317.723            -78.146    22616.772661
                  14 Sep 2022 11:48:03.000          317.715            -78.146    22616.467612
                  14 Sep 2022 11:48:04.000          317.707            -78.147    22616.162676
                  14 Sep 2022 11:48:05.000          317.699            -78.147    22615.857855
                  14 Sep 2022 11:48:06.000          317.691            -78.148    22615.553147
                  14 Sep 2022 11:48:07.000          317.683            -78.148    22615.248553
                  14 Sep 2022 11:48:08.000          317.675            -78.149    22614.944073
                  14 Sep 2022 11:48:09.000          317.667            -78.149    22614.639707
                  14 Sep 2022 11:48:10.000          317.659            -78.150    22614.335455
                  14 Sep 2022 11:48:11.000          317.651            -78.150    22614.031317
                  14 Sep 2022 11:48:12.000          317.643            -78.151    22613.727293
                  14 Sep 2022 11:48:13.000          317.635            -78.151    22613.423383
                  14 Sep 2022 11:48:14.000          317.627            -78.152    22613.119587
                  14 Sep 2022 11:48:15.000          317.619            -78.152    22612.815905
                  14 Sep 2022 11:48:16.000          317.611            -78.153    22612.512337
                  14 Sep 2022 11:48:17.000          317.603            -78.153    22612.208883
                  14 Sep 2022 11:48:18.000          317.595            -78.154    22611.905543
                  14 Sep 2022 11:48:19.000          317.587            -78.154    22611.602317
                  14 Sep 2022 11:48:20.000          317.579            -78.155    22611.299206
                  14 Sep 2022 11:48:21.000          317.571            -78.155    22610.996208
                  14 Sep 2022 11:48:22.000          317.563            -78.156    22610.693325
                  14 Sep 2022 11:48:23.000          317.555            -78.156    22610.390555
                  14 Sep 2022 11:48:24.000          317.547            -78.157    22610.087900
                  14 Sep 2022 11:48:25.000          317.539            -78.157    22609.785359
                  14 Sep 2022 11:48:26.000          317.531            -78.158    22609.482932
                  14 Sep 2022 11:48:27.000          317.523            -78.158    22609.180619
                  14 Sep 2022 11:48:28.000          317.515            -78.159    22608.878421
                  14 Sep 2022 11:48:29.000          317.507            -78.159    22608.576336
                  14 Sep 2022 11:48:30.000          317.499            -78.160    22608.274366
                  14 Sep 2022 11:48:31.000          317.490            -78.160    22607.972510
                  14 Sep 2022 11:48:32.000          317.482            -78.161    22607.670768
                  14 Sep 2022 11:48:33.000          317.474            -78.161    22607.369140
                  14 Sep 2022 11:48:34.000          317.466            -78.162    22607.067627
                  14 Sep 2022 11:48:35.000          317.458            -78.162    22606.766228
                  14 Sep 2022 11:48:36.000          317.450            -78.163    22606.464943
                  14 Sep 2022 11:48:37.000          317.442            -78.163    22606.163772
                  14 Sep 2022 11:48:38.000          317.434            -78.164    22605.862716
                  14 Sep 2022 11:48:39.000          317.426            -78.164    22605.561774
                  14 Sep 2022 11:48:40.000          317.418            -78.165    22605.260946
                  14 Sep 2022 11:48:41.000          317.410            -78.165    22604.960233
                  14 Sep 2022 11:48:42.000          317.402            -78.166    22604.659634
                  14 Sep 2022 11:48:43.000          317.394            -78.166    22604.359149
                  14 Sep 2022 11:48:44.000          317.386            -78.167    22604.058779
                  14 Sep 2022 11:48:45.000          317.378            -78.167    22603.758523
