                                                                          24 Dec 2022 11:39:55
Civil Air Patrol Use Only
Facility-Xian-Sensor-Sensor1-To-Satellite-gps-svn76:  Inview Azimuth, Elevation, & Range


Sensor1-To-gps-svn76 - AER reported in the object's default AER frame
---------------------------------------------------------------------
                         Time (UTCG)          Azimuth (deg)    Elevation (deg)     Range (km) 
                  14 Sep 2022 11:43:10.000          110.823             49.594    21330.978735
                  14 Sep 2022 11:44:10.000          111.368             49.239    21350.382769
                  14 Sep 2022 11:45:10.000          111.906             48.884    21370.067555
                  14 Sep 2022 11:46:10.000          112.438             48.526    21390.032980
                  14 Sep 2022 11:47:10.000          112.963             48.167    21410.278882
                  14 Sep 2022 11:48:10.000          113.482             47.806    21430.805072
                  14 Sep 2022 11:49:10.000          113.995             47.443    21451.611317
                  14 Sep 2022 11:50:10.000          114.501             47.079    21472.697348
                  14 Sep 2022 11:51:10.000          115.001             46.714    21494.062858
                  14 Sep 2022 11:52:10.000          115.495             46.347    21515.707500
                  14 Sep 2022 11:53:10.000          115.983             45.979    21537.630891
                  14 Sep 2022 11:54:10.000          116.465             45.609    21559.832606
                  14 Sep 2022 11:55:10.000          116.941             45.238    21582.312188
                  14 Sep 2022 11:56:10.000          117.412             44.866    21605.069132
                  14 Sep 2022 11:57:10.000          117.877             44.493    21628.102905
                  14 Sep 2022 11:58:10.000          118.336             44.118    21651.412926
                  14 Sep 2022 11:59:10.000          118.790             43.742    21674.998580
                  14 Sep 2022 12:00:10.000          119.239             43.365    21698.859213
                  14 Sep 2022 12:01:10.000          119.682             42.987    21722.994133
                  14 Sep 2022 12:02:10.000          120.120             42.607    21747.402608
                  14 Sep 2022 12:03:10.000          120.553             42.227    21772.083867
                  14 Sep 2022 12:04:10.000          120.981             41.845    21797.037101
                  14 Sep 2022 12:05:10.000          121.404             41.463    21822.261460
                  14 Sep 2022 12:06:10.000          121.822             41.079    21847.756062
                  14 Sep 2022 12:07:10.000          122.235             40.695    21873.519979
                  14 Sep 2022 12:08:10.000          122.643             40.310    21899.552253
                  14 Sep 2022 12:09:10.000          123.047             39.924    21925.851876
                  14 Sep 2022 12:10:10.000          123.445             39.536    21952.417813
                  14 Sep 2022 12:11:10.000          123.840             39.148    21979.248985
                  14 Sep 2022 12:12:10.000          124.229             38.760    22006.344277
                  14 Sep 2022 12:13:10.000          124.614             38.370    22033.702537
                  14 Sep 2022 12:14:06.907          124.976             38.000    22059.892194

Global Statistics
-----------------
Min Elevation     14 Sep 2022 12:14:06.907          124.976             38.000    22059.892214
Max Elevation     14 Sep 2022 10:20:17.334           34.564             67.164    20642.119893
Mean Elevation                                                          55.599                
Min Range         14 Sep 2022 10:27:10.000           42.920             67.021    20637.370126
Max Range         14 Sep 2022 07:53:10.587          282.727             38.000    22324.764903
Mean Range                                                                        21187.560117
