Xian-To-gps-svn41
-----------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                       6    16 Sep 2022 14:32:39.509    16 Sep 2022 15:21:44.645          2945.136
                       7    17 Sep 2022 02:41:09.440    17 Sep 2022 08:42:42.701         21693.261
                       8    17 Sep 2022 14:28:30.459    17 Sep 2022 15:17:46.887          2956.428
                       9    18 Sep 2022 02:37:08.368    18 Sep 2022 08:38:40.052         21691.684
                      10    18 Sep 2022 14:24:21.317    18 Sep 2022 15:13:48.971          2967.654
                      11    19 Sep 2022 02:33:07.192    19 Sep 2022 08:34:37.271         21690.080
                      12    19 Sep 2022 14:20:12.010    19 Sep 2022 15:09:51.127          2979.117
                      13    20 Sep 2022 02:29:06.019    20 Sep 2022 08:30:34.433         21688.414
                      14    20 Sep 2022 14:16:02.531    20 Sep 2022 15:05:53.415          2990.884
                      15    21 Sep 2022 02:25:04.831    21 Sep 2022 08:26:31.541         21686.710
                      16    21 Sep 2022 14:11:52.851    21 Sep 2022 15:01:55.965          3003.114
                      17    22 Sep 2022 02:21:03.672    22 Sep 2022 08:22:28.615         21684.943
                      18    22 Sep 2022 14:07:43.142    22 Sep 2022 14:57:58.597          3015.455
                      19    23 Sep 2022 02:17:02.532    23 Sep 2022 08:18:25.693         21683.161
                      20    23 Sep 2022 14:03:33.375    23 Sep 2022 14:54:01.453          3028.078
                      21    24 Sep 2022 02:13:01.430    24 Sep 2022 08:14:22.798         21681.368
                      22    24 Sep 2022 13:59:23.744    24 Sep 2022 14:50:04.168          3040.425
                      23    25 Sep 2022 02:09:00.407    25 Sep 2022 08:10:19.992         21679.585
                      24    25 Sep 2022 13:55:14.308    25 Sep 2022 14:46:07.105          3052.797
                      25    26 Sep 2022 02:04:59.370    26 Sep 2022 08:06:17.240         21677.870
                      26    26 Sep 2022 13:51:05.131    26 Sep 2022 14:42:09.850          3064.719
                      27    27 Sep 2022 02:00:58.427    27 Sep 2022 08:02:14.617         21676.189
                      28    27 Sep 2022 13:46:56.161    27 Sep 2022 14:38:12.481          3076.319
                      29    28 Sep 2022 01:56:57.629    28 Sep 2022 07:58:12.145         21674.517
                      30    28 Sep 2022 13:42:47.348    28 Sep 2022 14:34:15.073          3087.725
                      31    29 Sep 2022 01:52:56.794    29 Sep 2022 07:54:09.703         21672.909
                      32    29 Sep 2022 13:38:38.822    29 Sep 2022 14:30:17.131          3098.309
                      33    30 Sep 2022 01:48:55.904    30 Sep 2022 07:50:07.226         21671.323
                      34    30 Sep 2022 13:34:30.337    30 Sep 2022 14:26:18.957          3108.619
                      35     1 Oct 2022 01:44:54.934     1 Oct 2022 07:46:04.668         21669.735
                      36     1 Oct 2022 13:30:21.734     1 Oct 2022 14:22:20.662          3118.928
                      37     2 Oct 2022 01:40:53.808     2 Oct 2022 07:42:01.962         21668.154
                      38     2 Oct 2022 13:26:13.090     2 Oct 2022 14:18:22.105          3129.015
                      39     3 Oct 2022 01:36:52.545     3 Oct 2022 07:37:59.114         21666.569
                      40     3 Oct 2022 13:22:04.171     3 Oct 2022 14:14:23.652          3139.482
                      41     4 Oct 2022 01:32:51.252     4 Oct 2022 07:33:56.141         21664.889
                      42     4 Oct 2022 13:17:54.772     4 Oct 2022 14:10:25.687          3150.915
                      43     5 Oct 2022 01:28:49.973     5 Oct 2022 07:29:53.126         21663.154
                      44     5 Oct 2022 13:13:45.384     5 Oct 2022 14:06:27.915          3162.531
                      45     6 Oct 2022 01:24:48.720     6 Oct 2022 07:25:50.137         21661.418
                      46     6 Oct 2022 13:09:35.988     6 Oct 2022 14:02:30.122          3174.135
                      47     7 Oct 2022 01:20:47.504     7 Oct 2022 07:21:47.226         21659.722
                      48     7 Oct 2022 13:05:26.615     7 Oct 2022 13:58:32.653          3186.038
                      49     8 Oct 2022 01:16:46.368     8 Oct 2022 07:17:44.405         21658.037
                      50     8 Oct 2022 13:01:17.582     8 Oct 2022 13:54:35.072          3197.490
                      51     9 Oct 2022 01:12:45.249     9 Oct 2022 07:13:41.699         21656.450
                      52     9 Oct 2022 12:57:08.929     9 Oct 2022 13:50:37.252          3208.323
                      53    10 Oct 2022 01:08:44.191    10 Oct 2022 07:09:39.114         21654.923
                      54    10 Oct 2022 12:53:00.510    10 Oct 2022 13:46:39.218          3218.707
                      55    11 Oct 2022 01:04:43.130    11 Oct 2022 07:05:36.605         21653.475
                      56    11 Oct 2022 12:48:52.265    11 Oct 2022 13:42:41.067          3228.802
                      57    12 Oct 2022 01:00:42.059    12 Oct 2022 07:01:34.136         21652.078
                      58    12 Oct 2022 12:44:44.244    12 Oct 2022 13:38:42.487          3238.243
                      59    13 Oct 2022 00:56:40.977    13 Oct 2022 06:57:31.633         21650.655
                      60    13 Oct 2022 12:40:36.195    13 Oct 2022 13:34:43.777          3247.582
                      61    14 Oct 2022 00:52:39.785    14 Oct 2022 04:00:00.000         11240.215
